date,customer_name,product_name,cost
2023-11-06,Charlotte Molina,Nespresso Vertuo,137.44
2024-04-10,Kenneth Cardenas,Sennheiser Momentum 3,1941.01
2024-09-30,Russell Griffin,KitchenAid Stand Mixer,506.22
2023-08-29,Jared Braun,Nintendo Switch,1112.45
2023-05-30,Brittany White,Sony A7 IV,1112.31
2023-04-27,Heather Morales,Samsung QN90A,1761.72
2023-01-16,Maria Randall,Philips Sonicare 9900,1361.01
2024-01-25,Adrian Porter,Anova Sous Vide,1001.32
2024-05-05,Scott Johnson,Secretlab Titan Evo 2022,1429.81
2024-04-10,Tabitha Houston,Oral-B iO Series 9,1729.05
2023-10-20,Randall Chung,Seagate Backup Plus,844.17
2023-09-23,Michael Walsh,Sonos Beam,220.61
2023-10-25,Kristin Smith,Cuisinart Air Fryer,247.94
2022-12-10,Ashley Herring,Logitech G Pro X,925.67
2024-02-29,Jasmine Santiago,Apple Watch Series 8,679.77
2023-07-02,Charles Hansen,Breville Bambino,1109.83
2023-06-15,Judith Campbell,MacBook Pro,637.35
2024-07-27,Joshua Shea,Sonos Beam,282.96
2023-09-21,Jonathan Henry,Le Creuset Dutch Oven,1865.45
2024-05-05,Jeff Bates,Nintendo Switch,1731.79
2023-05-22,Roberto Little,Corsair T3 Rush,1717.01
2024-06-01,Stephen Smith,Roomba i7+,476.54
2022-12-19,Sarah Gardner,Nikon Z7 II,518.38
2024-02-02,Sharon Ayers,Logitech G29,1278.08
2023-06-22,Sarah Bird,Ninja Foodi,992.31
2024-04-20,Tammy Stewart,Asus ZenBook Duo,675.55
2023-08-20,Erin Scott,Noblechairs Hero,1099.64
2023-05-15,David Fuller,Amazon Fire TV Stick 4K,106.18
2024-03-16,Amy Wilson,Nespresso Vertuo,463.12
2022-12-15,Joann Singh,Dell XPS 13,1583.52
2024-03-03,Angela Coleman,Jabra Elite 85h,707.11
2024-03-13,Mackenzie Flores,Canon EOS R5,1438.92
2024-02-19,Betty Escobar,Foreo Luna 3,304.37
2024-02-08,Rachel Fox,DJI Mavic Air 2,1076.99
2023-07-17,Angela Parker,Seagate Backup Plus,183.3
2024-03-09,Jessica Olson,Corsair HS80,804.94
2024-01-14,William Ellis,Dell XPS 13,1211.65
2023-05-09,Christine Morgan,iPad Air,1818.9
2024-03-22,Nathan Anderson,Google Chromecast,1132.08
2024-08-04,Mark Peterson,Fujifilm X-T4,381.5
2022-12-19,Larry Smith,Corsair HS80,334.36
2022-11-14,Mr. Anthony Ruiz,iPhone 14,1005.62
2022-12-21,Christopher Baker,Microsoft Surface Go 3,768.54
2023-06-01,Evan Gillespie Jr.,Foreo Luna 3,565.28
2023-07-01,Mr. Scott Bray,Elgato Stream Deck,1378.21
2023-02-02,Veronica Morse,Samsung T7 Portable SSD,1948.27
2024-10-12,Anthony Banks,Sony A7 IV,166.72
2023-11-02,Michelle Alexander,Le Creuset Dutch Oven,124.33
2023-04-23,Jason Sexton,Lenovo ThinkPad X1,632.01
2024-07-10,William Archer,SteelSeries Rival 600,1449.02
2024-08-21,Cheryl Newman,Samsung Galaxy Watch 5,289.36
2023-01-26,Stephen Garner,Razer Kraken,963.63
2023-11-03,James Perez,Sony A7 IV,1627.58
2023-08-25,David Russell,Samsung Galaxy S23,1815.01
2024-05-08,David Clark,Google Chromecast,310.91
2024-09-19,Mathew Hicks,Foreo Luna 3,1727.85
2023-01-18,Shawn Cunningham,Corsair HS80,1515.34
2023-01-06,Thomas Lopez,MacBook Pro,1666.9
2023-07-15,Nancy Mahoney,Asus ROG Zephyrus G14,1137.62
2024-04-15,Lori Griffin,Vitamix 5200,574.33
2024-06-28,William Lopez,Apple AirPods Pro,290.67
2023-02-03,Antonio Williams,LG Gram 17,1755.84
2024-01-31,Alex George,Samsung QN90A,1133.79
2023-01-27,Michael Hensley,Roomba i7+,775.96
2023-01-14,Robert Randall,Oral-B iO Series 9,399.82
2023-04-01,Michael Hamilton,Samsung Galaxy Buds Pro,1583.38
2023-02-13,Anthony Osborn,iPhone 14,1913.49
2024-07-23,Steven Williams,LG C1 OLED TV,1535.9
2024-03-28,Ashley Ball,Nintendo Switch,633.27
2023-07-20,Tonya Gardner,Sony WF-1000XM4,783.84
2024-05-13,Christopher Larson,GoPro Hero 10,1031.55
2024-08-08,Sarah Reese,Samsung Galaxy Buds Pro,989.2
2024-05-08,Angela Ford,Dyson Supersonic,1264.71
2024-08-04,William Morris,Amazon Kindle,787.65
2023-06-05,Brenda Davis,Clarisonic Mia,1135.8
2024-02-15,Whitney Johnson,Nikon Z7 II,233.98
2023-06-17,Lauren Mayer,Xbox Series X,74.42
2024-03-10,Andrea Allen,Sony WH-1000XM4,1975.96
2023-08-07,Melody Rivera DDS,Corsair HS80,1597.62
2023-09-03,Glen Fisher,Xbox Series X,1970.25
2023-08-04,Dale Maxwell,Sonos Beam,1554.93
2024-04-08,Matthew Carroll,Amazon Kindle,263.8
2024-10-16,Sarah Reese,HP Omen 15,847.91
2024-09-24,Christopher Jones,Bang & Olufsen Beosound A1,1664.14
2022-11-15,Diana Howard,Marshall Stanmore II,1514.95
2023-07-10,Vicki West,Dyson V11 Torque Drive,1719.97
2023-03-27,Carmen Webb,Shure SM7B,1654.0
2023-11-18,Mario Kline,HyperX Cloud II,192.56
2023-07-20,Melissa Cummings,Asus ROG Zephyrus G14,1619.42
2024-08-16,Jessica Wheeler,Cuisinart Air Fryer,962.48
2024-05-11,Christina Mendez,Keurig K-Elite,1393.47
2024-07-12,Maureen Murray,Bose QuietComfort 45,225.73
2023-05-07,Dr. Karen Cooper MD,Fujifilm X-T4,670.98
2023-07-05,Timothy Wood,Apple AirPods Pro,1044.36
2024-01-12,Julie Johnson,Harman Kardon Onyx,1546.33
2022-12-18,Elizabeth Jackson,Xbox Series X,280.89
2024-07-22,Shawn Cunningham,Nest Learning Thermostat,268.74
2022-12-09,Sharon Thomas,Samsung Galaxy Watch 5,525.87
2023-03-08,Katie Wallace,Vitamix 5200,85.69
2023-11-08,Latoya Craig,MSI GS66 Stealth,998.88
2022-11-12,Arthur Delgado,Vizio M-Series Quantum,239.33
2024-08-09,Brandon Roach,HyperX Cloud II,1168.39
2024-09-01,Amber Cross,Sony WF-1000XM4,1664.78
2024-05-04,Joshua Jones,SanDisk Extreme Pro,973.53
2023-07-25,John Foley,Logitech Brio,147.38
2024-03-24,Tammy Stewart,Samsung Galaxy Buds Pro,157.39
2024-06-23,Christopher Perez,Apple AirPods Pro,1969.91
2023-07-05,Sherry Rubio,Samsung Galaxy S23,480.83
2022-10-20,Daniel Sanchez,HP Omen 15,1743.36
2023-04-02,Caroline Boyd,August Smart Lock,1307.52
2023-06-01,Joseph Torres,Razer Blade 15,1594.49
2023-12-31,Deborah Wiggins,Philips Sonicare 9900,1528.97
2024-03-01,Linda Chambers,Clarisonic Mia,488.24
2024-02-16,Elizabeth Mcintosh,Microsoft Surface Go 3,1872.96
2023-10-04,Andres Wade,Noblechairs Hero,1734.87
2024-01-07,Jonathan Ferguson,Thrustmaster T300,1376.79
2023-09-18,Donna Wagner,Breville Bambino,1728.14
2023-07-15,Rachel Mclaughlin,Logitech MX Master 3,66.14
2022-11-30,Jesse Peters,Amazon Fire TV Stick 4K,925.04
2024-10-08,Sharon Thomas,Bang & Olufsen Beosound A1,386.04
2024-05-06,Heather Payne,Corsair T3 Rush,178.73
2024-09-11,Jacqueline Grant,Samsung Galaxy Watch 5,139.91
2024-01-05,Joshua Jones,Samsung Galaxy Watch 5,756.56
2023-01-04,Elizabeth Brennan,Asus ROG Zephyrus G14,1358.54
2023-08-24,Valerie Mckinney,Harman Kardon Onyx,817.76
2024-02-10,Hannah Barnes,MSI GS66 Stealth,1005.82
2022-10-28,Trevor Thomas,Samsung Galaxy S23,198.49
2023-05-20,Nicole Rivera,Bang & Olufsen Beosound A1,1043.07
2024-07-20,Matthew Harvey MD,Corsair K95 RGB Platinum,1231.17
2022-11-19,Tara Black DDS,Harman Kardon Onyx,302.48
2024-01-07,Leonard Castillo,Elgato Stream Deck,281.51
2024-08-08,Veronica Williams,Apple AirPods Pro,1083.91
2023-11-27,Linda Maxwell,iPad Air,1839.89
2024-09-19,Veronica Madden,Secretlab Titan Evo 2022,1450.92
2023-11-05,Derek Gibson,Anova Sous Vide,344.36
2022-10-23,Joshua Roberts,Nest Learning Thermostat,901.32
2023-04-05,Katie Edwards,Breville Bambino,1805.29
2024-06-15,Laura Poole,Cuisinart Air Fryer,215.45
2023-02-07,Ashley Edwards,Amazon Fire TV Stick 4K,443.95
2023-07-23,Wendy Hanson,Amazon Kindle,237.93
2024-10-04,Dr. Julie Rogers,iPad Air,808.25
2023-03-20,Jennifer Munoz,Noblechairs Hero,1416.42
2023-06-20,Jason Snyder,HP Spectre x360,328.5
2024-04-19,Mark Beck,Google Pixel 7,1822.33
2024-02-13,Jeanette Castillo,Lenovo ThinkPad X1,456.54
2024-08-06,Nathan Gardner,Sony WF-1000XM4,191.73
2023-10-21,Rhonda Davis,Amazon Kindle,1552.5
2024-05-05,Alexa Copeland,Sony A7 IV,1898.93
2023-12-06,Brett Dixon,Corsair HS80,551.03
2023-03-12,Katie Wallace,Instant Pot Duo,1523.11
2024-06-29,Brandi Shepard,Lenovo Tab P11,242.33
2023-06-19,Emily Wallace,Philips Hue Starter Kit,183.0
2022-12-23,Shawn Baker,Cuisinart Air Fryer,1514.36
2024-07-06,Daniel Rodriguez,Samsung Galaxy S23,925.4
2023-06-07,Julie Cochran,Clarisonic Mia,657.14
2023-05-28,Erica Martinez,Philips Sonicare 9900,331.84
2023-07-29,Michelle Sanchez,Apple AirPods Pro,454.57
2023-07-21,Kathryn Stanley,Revlon One-Step Hair Dryer,788.89
2024-03-05,Lori Flores,Samsung Galaxy Tab S8,1546.36
2024-03-15,Ricky Henry,LaCie Rugged SSD,1604.03
2023-05-05,Julie Thomas,Razer BlackWidow V3,1685.06
2022-12-17,Robert Jacobson,Dell XPS 13,1966.18
2023-02-15,Robert Oliver,Corsair K95 RGB Platinum,460.81
2024-03-23,Brandy Todd,Corsair K95 RGB Platinum,1661.57
2024-07-12,Ronald Macias,Cuisinart Air Fryer,1166.21
2023-01-25,James Simpson,Google Pixel 7,1168.22
2024-08-03,Andrea Patel,Marshall Stanmore II,1253.5
2023-03-25,Hector Carr,Google Pixel 7,104.77
2024-01-18,Erica Smith,Dell XPS 13,1482.34
2023-05-15,Austin Holland,Google Chromecast,542.74
2023-08-16,Danielle Holmes,Harman Kardon Onyx,913.62
2024-01-03,Phillip Camacho,Samsung T7 Portable SSD,1870.13
2024-09-07,Amy Wilson,Elgato Stream Deck,1618.16
2023-07-27,Katherine Kim,Xbox Series X,1696.67
2023-06-12,Jonathan Henry,Dell Alienware m15,110.0
2023-12-11,Robert Jacobson,Ring Video Doorbell,1005.66
2022-12-26,Colleen Davis,HP Spectre x360,1055.28
2024-03-08,Connie Miller MD,Revlon One-Step Hair Dryer,974.59
2023-12-01,Colleen Davis,Fujifilm X-T4,1869.95
2023-05-10,Tina Miller DVM,Seagate Backup Plus,664.36
2022-11-17,Cheryl Baldwin,Clarisonic Mia,1352.44
2023-12-20,Whitney Rodriguez,Bowers & Wilkins PX7,151.78
2024-01-06,Zachary Adkins,Samsung Galaxy Buds Pro,1602.44
2023-05-08,Dave Hamilton,KitchenAid Stand Mixer,302.92
2023-09-07,Susan Logan,Lenovo ThinkPad X1,653.11
2023-11-20,Benjamin Lopez,Dyson Supersonic,629.48
2023-03-04,Shannon Goodman,Xbox Series X,1217.6
2022-12-17,Michael Lowe,August Smart Lock,416.11
2024-07-15,Carlos Woods,HP Spectre x360,1196.55
2023-07-21,Joseph Cook,Shark IQ Robot,435.32
2023-06-18,Tammy Hughes,Revlon One-Step Hair Dryer,1425.38
2023-10-23,Dave Solis,SanDisk Extreme Pro,1683.41
2023-11-15,Randy Villegas,Sonos Beam,1675.56
2024-02-23,Shannon Smith,Google Chromecast,646.8
2024-07-19,Joann Singh,iPad Air,247.96
2023-07-02,Robert Stevens,Samsung Galaxy Tab S8,1491.78
2024-05-06,Scott Brown,Google Chromecast,1619.45
2023-02-06,Christopher Thomas,Sennheiser Momentum 3,1358.61
2023-08-11,Michael Garcia,Bose QuietComfort 45,1318.61
2024-08-26,Michael Wilkerson,Oral-B iO Series 9,308.02
2023-07-14,Michelle Ayers,Roomba i7+,1643.33
2023-10-25,Robin Smith,Corsair HS80,284.48
2023-02-01,William Rogers,Nespresso Vertuo,1297.17
2023-10-17,Makayla Sampson,GoPro Hero 10,156.48
2024-04-19,Clayton Hampton,Samsung QN90A,502.85
2024-09-22,Elizabeth Hawkins,SteelSeries Rival 600,764.32
2023-11-24,Susan Landry,Foreo Luna 3,767.22
2023-04-23,Troy Keith,Corsair K95 RGB Platinum,1508.11
2023-04-25,Phyllis Walton,Roomba i7+,1450.48
2023-04-01,Tina Foster,Surface Pro 8,779.23
2022-12-24,Robert Wilson,Asus ZenBook Duo,1785.64
2023-05-03,Michael Richardson,GHD Platinum+,1374.08
2023-12-28,Jasmine Carter,Razer BlackWidow V3,1411.73
2023-02-13,Taylor Ball,Sony A7 IV,923.02
2022-12-06,Teresa Crawford,HyperX Cloud II,1840.68
2023-01-24,Kimberly Martinez,LG Gram 17,1114.8
2023-08-18,Natalie Combs,DJI Mavic Air 2,1407.41
2023-06-24,James Perez,iPhone 14,327.02
2022-11-28,Dr. Allison Thompson,Corsair HS80,489.81
2024-06-05,Marc Davis,Blue Yeti Microphone,1488.21
2023-09-07,Todd Meyer,August Smart Lock,405.84
2022-11-13,Natasha Gregory,Nest Learning Thermostat,1564.05
2023-03-12,Cynthia Moore,Nest Learning Thermostat,481.94
2023-05-01,Karen Bishop,Le Creuset Dutch Oven,1468.12
2024-09-07,Colleen Davis,Logitech G29,220.98
2023-05-05,Robert Jackson,Samsung Galaxy Tab S8,489.53
2023-11-13,Philip Reid,SteelSeries Rival 600,1125.59
2024-04-28,Richard Clark,Dyson V11 Torque Drive,264.85
2023-12-02,Erik Gutierrez,Instant Pot Duo,1143.98
2024-09-16,Nicole Rivera,Corsair HS80,1781.34
2024-06-29,Marc Davis,Instant Pot Duo,775.24
2023-12-03,Troy Roach,Samsung Galaxy Watch 5,668.18
2024-01-22,Joshua Rodriguez IV,Surface Pro 8,91.49
2023-12-08,Diana Hickman DDS,Keurig K-Elite,1252.39
2023-07-11,Ruth Boyd,Asus ROG Zephyrus G14,1179.24
2024-02-28,Timothy Sullivan,Philips Sonicare 9900,553.47
2024-04-12,Jasmine Santiago,Le Creuset Dutch Oven,1112.34
2024-04-28,Mary Hebert,August Smart Lock,1166.78
2023-06-10,Denise Sandoval,Sony WH-1000XM4,1368.39
2023-07-30,Nancy Mahoney,Marshall Stanmore II,1153.2
2024-05-26,Shelby Jackson DDS,Philips Hue Starter Kit,1807.15
2024-06-29,Carlos Woods,HP Omen 15,1883.73
2024-06-13,Scott Brown,SteelSeries Rival 600,245.42
2023-07-20,Rachel Miller,Alienware AW3423DW,1667.99
2022-11-14,Caroline Peterson,Elgato Stream Deck,1344.98
2023-09-18,James Perez,Ninja Foodi,174.82
2024-09-17,Briana Bautista,Logitech G29,1459.84
2024-03-05,James Castillo,Google Chromecast,1312.99
2024-03-02,Terri Golden MD,Dyson Supersonic,192.41
2024-07-23,Robert Wallace,Sennheiser Momentum 3,1253.29
2023-07-19,Devin Mahoney,HP Spectre x360,1396.02
2024-01-22,Philip Reid,GHD Platinum+,1803.6
2024-06-28,Larry Shelton,Lenovo ThinkPad X1,392.89
2024-07-31,Kristopher Elliott,Samsung T7 Portable SSD,143.09
2023-10-04,Kristen Mcgee,Seagate Backup Plus,521.49
2024-05-31,Carmen Gardner,Logitech G Pro X,293.56
2023-12-04,Shawn Reeves,Ultimate Ears Boom 3,135.79
2023-06-18,Michelle Ayers,Anova Sous Vide,181.12
2024-09-02,Anna Smith,Ultimate Ears Boom 3,1945.98
2023-10-25,Carlos Clements,Arlo Pro 4,1446.48
2024-02-15,Charles Hansen,Acer Predator Helios 300,1433.94
2023-11-22,Jill Norman,Vitamix 5200,711.51
2023-07-19,John Turner,Google Chromecast,812.46
2023-07-01,Manuel Collins,Surface Pro 8,788.03
2024-09-11,Gabriel Zuniga,Asus ROG Zephyrus G14,1057.55
2024-09-09,Lori Mclaughlin,Jabra Elite 85h,1943.74
2023-11-25,Gregory Stephenson,Nespresso Vertuo,1001.07
2023-11-12,Cynthia Donaldson,Noblechairs Hero,453.1
2024-06-02,Tracy Allen,Amazon Kindle,1943.52
2024-02-20,Debbie Hicks,Arlo Pro 4,1652.25
2023-12-05,Margaret Leach,Shark IQ Robot,1102.51
2024-08-16,Vicki West,Bang & Olufsen Beosound A1,1899.02
2023-03-29,Robert Chavez,Ultimate Ears Boom 3,1301.53
2024-06-28,Carol Lawson,Philips Hue Starter Kit,1357.17
2024-01-18,Yvonne Galvan,Samsung T7 Portable SSD,288.26
2023-07-31,Jonathan Johnson,Logitech Brio,584.78
2023-01-02,Paula Collins,Corsair HS80,539.35
2023-12-21,Peggy Jones,KitchenAid Stand Mixer,1360.88
2023-10-04,Kimberly Jenkins,PlayStation 5,174.38
2024-02-01,Matthew Pope,Razer Blade 15,960.53
2024-07-20,Crystal Harper,Vizio M-Series Quantum,1862.74
2023-09-05,Crystal Miller,Marshall Stanmore II,251.11
2023-02-23,Brandy Todd,Asus ROG Zephyrus G14,512.67
2024-02-10,Jeremiah Patel,August Smart Lock,1879.62
2024-09-22,Mary Miller,Lenovo ThinkPad X1,151.66
2024-05-08,Dominique Brown,Vitamix 5200,365.92
2023-11-08,Michelle Sanchez,LaCie Rugged SSD,840.33
2022-11-22,Alejandro Myers,SanDisk Extreme Pro,720.56
2024-01-30,Matthew Warren,PlayStation 5,900.73
2024-02-14,Dr. Allison Thompson,Bang & Olufsen Beosound A1,227.99
2023-07-26,Mr. Joel Diaz,Vitamix 5200,466.81
2023-02-16,Alicia Myers,Clarisonic Mia,724.13
2023-04-01,Jessica Barrett,Revlon One-Step Hair Dryer,234.44
2024-06-05,Emily Wallace,Ninja Foodi,1651.2
2024-07-02,Tiffany Turner,Nikon Z7 II,1315.05
2024-03-26,Pamela Nicholson,LaCie Rugged SSD,634.46
2023-12-06,Kyle Arnold,Sony A7 IV,188.0
2023-10-18,Ross Johnson,Marshall Stanmore II,1316.34
2024-09-10,Natasha Gregory,Ring Video Doorbell,390.7
2023-11-30,Michael Roth,Google Chromecast,221.21
2024-04-09,Darrell Gonzalez,Bowers & Wilkins PX7,1814.09
2024-09-15,Justin Griffith,Samsung Galaxy Tab S8,1532.87
2023-07-12,Maria Harris,Dyson Supersonic,545.07
2023-03-22,Brandon Guzman,Dyson V11 Torque Drive,713.47
2023-04-12,Diana King,Breville Bambino,1194.72
2023-07-15,Michael Lowe,Revlon One-Step Hair Dryer,1548.38
2023-09-06,Robert Randall,Lenovo Tab P11,492.64
2023-08-24,Anna Smith,Anova Sous Vide,1741.77
2024-02-16,Mary Stephens,Elgato Stream Deck,1178.57
2023-07-27,Nicole Webb,Sony A7 IV,1555.47
2023-12-16,Deborah Salazar,Samsung T7 Portable SSD,1738.65
2024-04-22,James Bowman,Apple Watch Series 8,431.38
2024-01-01,Allen Haynes,LaCie Rugged SSD,1224.1
2023-10-29,Dustin Rojas,Dyson Supersonic,1147.35
2023-09-08,Randy Lewis,Clarisonic Mia,676.93
2024-10-13,Eugene Miller,Samsung T7 Portable SSD,1626.11
2023-11-13,Mr. Erik David,Dell XPS 13,1684.69
2023-07-31,Tracey Dixon,WD My Passport,708.1
2023-07-04,Debbie Hicks,Sony WH-1000XM4,1552.33
2024-02-23,Tiffany Cole,Blue Yeti Microphone,1661.68
2023-05-22,Alicia Myers,Le Creuset Dutch Oven,995.64
2023-04-03,Angelica Schmidt,Marshall Stanmore II,322.04
2023-02-05,Ross Johnson,Samsung Galaxy S23,1014.99
2023-01-16,Brett Dixon,MacBook Pro,1438.82
2022-11-14,Lawrence Sweeney,Samsung QN90A,777.21
2023-01-11,Anthony Acosta,Dyson V11 Torque Drive,713.62
2023-10-19,Melanie Harvey,Apple AirPods Pro,1004.07
2023-10-13,Scott Navarro,Sony WH-1000XM4,841.78
2024-01-30,Lauren Valencia,Corsair T3 Rush,408.77
2024-02-24,Jorge Garcia,HyperX Cloud II,1265.02
2023-09-26,Rebecca Barnes,Arlo Pro 4,496.33
2023-11-26,Jonathon Brown,Bang & Olufsen Beosound A1,413.56
2023-04-22,Charles Summers,Secretlab Titan Evo 2022,364.22
2022-12-04,Raymond Hayes,Ultimate Ears Boom 3,906.91
2023-07-01,Angelica Schmidt,Bang & Olufsen Beosound A1,1696.48
2024-10-12,Amber Krause,Harman Kardon Onyx,478.1
2023-05-27,Theresa Lamb,Google Chromecast,180.94
2023-05-27,Jason Crawford,Asus ZenBook Duo,1793.94
2023-11-23,Paula Collins,Roku Ultra,697.94
2024-08-17,Sheri Miller,DJI Mavic Air 2,1591.69
2023-12-06,Gary Larson,Philips Hue Starter Kit,455.79
2022-11-04,Charles Summers,Corsair HS80,1776.66
2024-08-29,Frank Reed,Dyson V11 Torque Drive,1391.84
2023-04-04,Edward Rodriguez,Logitech MX Master 3,1563.41
2024-02-16,Sonia Stone,Samsung Galaxy Tab S8,194.34
2023-04-04,Michael Gray,August Smart Lock,648.73
2023-09-08,Heather Morgan,Bang & Olufsen Beosound A1,797.07
2023-10-24,Sandra Allen,Asus ROG Zephyrus G14,625.05
2024-03-14,Kimberly Brown,Instant Pot Duo,1810.22
2023-09-03,Nathan Smith,Surface Pro 8,148.68
2024-02-19,Whitney Johnson,Sony WH-1000XM4,632.67
2024-08-30,Kimberly Martinez,LG C1 OLED TV,1589.34
2023-12-01,Keith Faulkner,Lenovo Tab P11,403.53
2024-04-04,Gregory Hancock,Arlo Pro 4,1064.78
2024-10-09,Nicole Webb,DJI Mavic Air 2,887.26
2023-11-13,Shelly Lopez,Corsair HS80,289.54
2022-10-24,Frank Reed,Lenovo ThinkPad X1,1752.76
2024-01-25,Lauren Nichols,Google Pixel 7,872.27
2024-07-24,Angela Coleman,Logitech Brio,1230.88
2024-06-07,Yolanda Oconnell,SteelSeries Rival 600,1984.91
2023-08-24,Emily Wallace,Nest Learning Thermostat,1683.35
2024-09-13,Jacqueline Walker,Corsair HS80,306.5
2023-12-10,Linda Mathews,Keurig K-Elite,1715.28
2024-09-12,Joann Singh,Google Pixel 7,316.72
2022-12-11,Lawrence Sweeney,Nikon Z7 II,886.82
2024-02-22,Jasmine Briggs,Bose QuietComfort 45,1693.79
2023-08-24,Stephen Smith,Canon EOS R5,925.62
2023-02-05,Diane Dunn,Google Pixel 7,1038.26
2024-09-30,Holly Burton,Vitamix 5200,1179.17
2024-07-30,Christina Mendez,Logitech G29,1393.1
2023-06-17,Christopher Glass,HyperX Cloud II,1696.96
2023-03-16,Clayton Michael,Samsung Galaxy Tab S8,291.16
2024-02-01,Brandi Shepard,Seagate Backup Plus,1389.48
2023-07-07,Mark Schultz,Cuisinart Air Fryer,1783.36
2024-04-09,Michael Hensley,Vitamix 5200,600.99
2023-11-12,Margaret Johnson,GoPro Hero 10,117.98
2023-11-22,Rose Peterson,Keurig K-Elite,1152.47
2024-05-23,Donna Zimmerman,Dyson Supersonic,1796.66
2023-12-29,Danny Harper,Foreo Luna 3,203.04
2023-01-15,Brenda Nash,Clarisonic Mia,986.68
2023-08-31,Anthony Lynch,Ultimate Ears Boom 3,1508.59
2024-07-14,Marc Davis,Oral-B iO Series 9,682.89
2023-07-09,Jacob Chavez,Instant Pot Duo,1903.42
2023-08-02,Andrew Scott,Ninja Foodi,1430.33
2023-10-31,Michelle Reyes,Shark IQ Robot,158.45
2023-02-22,Edward Vargas,Nespresso Vertuo,1486.8
2023-06-15,Brandon Guzman,Nest Learning Thermostat,976.82
2023-01-28,Rebecca Weaver,Vitamix 5200,1664.33
2023-12-29,James Tate,Corsair T3 Rush,1203.78
2024-08-18,Ashley Edwards,Sony WF-1000XM4,219.86
2024-05-18,Michelle Contreras,Dyson Supersonic,1312.87
2022-11-07,Martin Meza,Fitbit Charge 5,1345.23
2023-10-31,James Lutz,Corsair T3 Rush,1835.53
2023-05-09,Gary Larson,Secretlab Titan Evo 2022,889.84
2024-05-24,Jennifer Munoz,Corsair HS80,1432.48
2023-10-04,Erika Smith,Sony WH-1000XM4,1992.18
2024-02-06,Lisa Bell,iPad Air,1085.2
2022-10-22,Paul Guerrero,Corsair HS80,1716.48
2024-07-19,John Turner,Logitech G29,378.68
2023-09-07,Douglas Peterson,August Smart Lock,1005.1
2023-06-21,Tina Miller DVM,Ecobee SmartThermostat,469.86
2023-07-18,Adrian Porter,Razer Kraken,847.01
2024-03-15,Larry Watkins,HP Spectre x360,1969.04
2023-06-02,Edward Mejia II,HP Spectre x360,954.76
2024-09-02,Brandon Sanchez,Asus ZenBook Duo,896.17
2023-09-08,Ross Johnson,Roku Ultra,1277.37
2024-03-18,Jesse Peters,Samsung Galaxy Buds Pro,322.23
2024-03-30,Gregory Hancock,KitchenAid Stand Mixer,1825.55
2023-09-28,Christopher Crawford,Anova Sous Vide,52.98
2024-10-08,Jeremy Carlson,Logitech Brio,192.37
2023-02-27,Joshua Shea,Google Chromecast,1585.76
2024-05-23,Kristin Smith,Apple AirPods Pro,1726.49
2023-11-19,David Foster,PlayStation 5,799.31
2024-07-24,Christina Wyatt,HP Omen 15,1364.28
2023-05-25,Ross Johnson,Sonos Beam,1463.93
2023-02-21,Todd Sanders,Sony WH-1000XM4,1870.01
2023-01-27,Melanie Barrett,LaCie Rugged SSD,214.54
2023-02-02,Bryan Sanders,Ninja Foodi,942.5
2024-07-17,Brenda Maynard,Google Chromecast,1977.07
2023-01-18,Peggy Wise,Marshall Stanmore II,974.53
2023-03-08,Zachary Adkins,Nest Learning Thermostat,675.0
2023-08-31,Christopher Reid,Dell Alienware m15,1056.1
2023-06-12,Jeffrey Mckinney,Harman Kardon Onyx,1295.59
2024-07-12,Carolyn Guzman,WD My Passport,259.72
2023-11-30,Dustin Miller,Apple Watch Series 8,994.58
2024-06-19,Derek Gibson,Dyson Supersonic,881.86
2024-10-12,Sabrina Melendez,Elgato Stream Deck,1543.56
2024-04-19,Rhonda Davis,Seagate Backup Plus,768.76
2023-12-26,Tiffany Cole,Anova Sous Vide,267.45
2023-09-10,Brooke Salazar,Corsair HS80,253.57
2023-09-13,James Castillo,Sonos Beam,1515.1
2024-09-12,Linda Jones,Oral-B iO Series 9,1545.57
2023-05-20,Katherine Kim,Amazon Fire TV Stick 4K,516.06
2024-09-07,Ryan Cuevas,Elgato Stream Deck,1185.61
2023-08-24,Sonia Stone,Ninja Foodi,1527.79
2023-01-03,Laura Poole,Amazon Kindle,504.41
2023-12-18,Jason Bowman,Oral-B iO Series 9,1236.21
2023-05-14,Michael Mckenzie,Corsair T3 Rush,591.67
2024-05-06,Albert Jimenez,Apple AirPods Pro,1312.28
2023-07-30,Brooke Oneill,Samsung Galaxy Tab S8,1378.34
2024-02-23,Amanda Farley,Clarisonic Mia,1131.84
2023-10-09,Jacqueline Robinson,Clarisonic Mia,402.13
2023-05-10,Benjamin Alexander,Apple Watch Series 8,1303.5
